name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Araclof,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/araclof
Aragin,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/aragin
Arava,,", Dosis, dan Efek Samping"",""meta_description"":""Roculax adalah obat pelengkap anestesi umum dengan kandungan rocuronium bromide untuk mengendurkan otot selama tindakan operasi. Ini manfaat, harga, dosis, efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""http",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"",""meta_description"":""roculax adala",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/arava
Arbupon,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Sanmol adalah obat yang mengandung paracetamol. Sanmol digunakan untuk mengobati demam dan meringankan sakit gigi serta meredakan sakit kepala."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publis",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,demam; sakit kepala,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/arbupon
Arcalion,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/cV9fVfDfpu2mA60zHAS3I/original/052959900_1635411878-Tak-Cuma-Anak-Orang-Dewasa-Juga-Perlu-Minum-Obat-Cacing-shutterstock_1977083360.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/arcalion
Arcamox,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/arcamox
Arcapec,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/W3xDkboDDgDvB57j9WZMe/original/1660754290-Arcapec_Tablet_1.JPG,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/arcapec
Arcerin MR,,", Dosis, dan Efek Samping"",""slug"":""candesartan-cilexetil-manfaat-dosis-dan-efek-samping"",""short_desc"":"" Candesartan Cilexetil adalah obat untuk menurunkan tekanan darah tinggi dan mengobati gagal jantung."",""url"":""obat-jantung/candesartan-cilexetil-manfaat-dosis-dan-efek-samping"",""amp_url"":"""",""canoni",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""slug"":""candesartan-cilexetil-man",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-jantung/arcerin-mr
Arcoxia,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antiinflamasi/arcoxia
Ardium,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Pencernaan & Diare,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/ardium
Arespin,,", Dosis, dan Efek Samping"",""slug"":""candesartan-cilexetil-manfaat-dosis-dan-efek-samping"",""short_desc"":"" Candesartan Cilexetil adalah obat untuk menurunkan tekanan darah tinggi dan mengobati gagal jantung."",""url"":""obat-jantung/candesartan-cilexetil-manfaat-dosis-dan-efek-samping"",""amp_url"":"""",""canoni",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""slug"":""candesartan-cilexetil-man",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-jantung/arespin
Arfen,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/-6OPSbIqnqADNKyucOyRV/original/1669005499-Manfaat%20dan%20Dosis%20Sodium%20Diklofenak%20untuk%20Obati%20Sakit%20Gigi.jpg,https://www.klikdokter.com/obat/obat-demam/arfen
Argesid,,"dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,"dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/argesid
Aricept,,", Dosis, dan Efek Samping"",""meta_description"":""Clorilex adalah obat dengan kandungan clozapine yang menjadi terapi Skizofrenia terutama pada pasien yang tidak responsif terhadap neuroleptik klasik."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""clorilex adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/aricept
Arimed,,", Dosis, dan Efek Samping"",""slug"":""mefenamic-acid-manfaat-dosis-dan-efek-samping"",""short_desc"":""Mefenamic Acid adalah obat resep untuk meredakan nyeri, peradangan, dan demam pada anak, tersedia dalam bentuk obat oral."",""url"":""obat-antinyeri/mefenamic-acid-manfaat-dosis-dan-efek-samping"",""amp_url"":""""",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,demam; nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/arimed
Arimidex,,", Dosis, dan Efek Samping"",""meta_description"":""Duphaston adalah Obat dengan kandungan dydrogesterone untuk mengatasi Infertilitas dan mengontrol Menstruasi. Ini manfaat, dosis, harga dan efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishin",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""duphaston ada",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-hormon-dan-kesuburan/arimidex
Arinia,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/9VoTExsCGIRb7WywOS6u9/original/028207000_1639726373-Orangtua-Bipolar.jpg,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/arinia
Aripi,,", Dosis, dan Efek Samping"",""meta_description"":""Clorilex adalah obat dengan kandungan clozapine yang menjadi terapi Skizofrenia terutama pada pasien yang tidak responsif terhadap neuroleptik klasik."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""clorilex adal",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/aripi
Aripiprazole,,", Dosis, dan Efek Samping"",""meta_description"":""Deprezac adalah Obat kandungan fluoxetine yang digunakan untuk mengatasi gangguan depresi berat pada orang dewasa, anak usia di atas 8 tahun dan Lanjut Usia."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishi",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,flu,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kesehatan-mental/aripiprazole
Ariski,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/qD1teYaWhl16SAk7ZoQOx/original/068637400_1593516466-Ini-Cara-Kerja-Emosi-yang-Perlu-Anda-Ketahui-shutterstock_1337791595.jpg,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/ariski
Arixtra,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/-MJHhlEFP5cNjt8EtRcvu/original/089440800_1589251319-Tekuk-Kedua-Lutut-untuk-Mencegah-DVT-shutterstock_756426184.jpg,https://www.klikdokter.com/obat/obat-gangguan-darah/arixtra
Arkavit,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/C74mKURQ-VqeJQZ-qz5x9/original/080811900_1585285253-Penderita-Penyakit-Jantung-Tak-Boleh-Minum-Vitamin-B-shutterstock_695666989.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/arkavit
Arkavit-C,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/arkavit-c
Arkine,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/NTf7prDmf6eA4eic_akJM/original/1675648234-Arkine.jpg,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/arkine
Armacort,,", Dosis, Cara Penggunaan dan Efek Samping"",""meta_description"":""Ingin tau Gentamicin obat apa, cari tau Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-s",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,", dosis, cara penggunaan dan efek samping"",""meta_description",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kulit/armacort
Armolev,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/armolev
Armovit,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/armovit
Aromasin,,", Dosis, dan Efek Samping"",""meta_description"":""Tamofen adalah obat dengan kandungan tamoxifen untuk mengobati sekaligus mencegah kanker payudara pada laki-laki dan perempuan. Ini manfaat, dosis, efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-p",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""meta_description"":""tamofen adala",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-kemoterapi/aromasin
Arsila,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/arsila
Arsinal,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/arsinal
Arsitam,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/arsitam
Arteoptic LA,,", Dosis, dan Efek Samping"",""meta_description"":""Cendo Protagenta adalah obat tetes mata steril dengan kandungan Polyvinylpyrrolidone yang digunakan untuk mengatasi mata kering dan iritasi mata."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-p",Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-mata/arteoptic-la
Artepid,,", Dosis, dan Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/tzZZexhldMhUfqSMrWSyU/original/070595100_1540345689-Mengatasi-Masalah-Kekentalan-Darah-By-Kateryna-Kon-Shutterstock.jpg,https://www.klikdokter.com/obat/obat-jantung/artepid
Arthrifen,,"nya adalah membantu mengurangi bengkak, nyeri, atau demam.",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,demam; nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-demam/arthrifen
Artimatic,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/artimatic
Artoferrum,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/artoferrum
Artoflam,,", Dosis, dan Efek Samping"",""meta_description"":""Roculax adalah obat pelengkap anestesi umum dengan kandungan rocuronium bromide untuk mengendurkan otot selama tindakan operasi. Ini manfaat, harga, dosis, efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""http",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"",""meta_description"":""roculax adala",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/artoflam
Artrilox,,", Dosis, dan Efek Samping"",""meta_description"":""Informasi lengkap obat Yusimox; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazon",Konsultasikan dengan dokter,Flu & Pilek,,False,True,", dosis, dan efek samping"",""meta_description"":""informasi len",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antibiotik/artrilox
Artriox,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/artriox
Artro Plus,,", Dosis, dan Efek Samping"",""meta_description"":""Roculax adalah obat pelengkap anestesi umum dengan kandungan rocuronium bromide untuk mengendurkan otot selama tindakan operasi. Ini manfaat, harga, dosis, efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""http",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"",""meta_description"":""roculax adala",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/artro-plus
Artrodar,,", Dosis, dan Efek Samping"",""meta_description"":""Roculax adalah obat pelengkap anestesi umum dengan kandungan rocuronium bromide untuk mengendurkan otot selama tindakan operasi. Ini manfaat, harga, dosis, efek sampingnya."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""http",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis, dan efek samping"",""meta_description"":""roculax adala",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/artrodar
Asabium,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/4WOZKevu_mU20AUWu1-L8/original/061463800_1582344660-Hidup-Sendiri-Ini-Tips-Hidup-Sehat-dan-Aman-untuk-Penderita-Epilepsi-shutterstock_1562279701.jpg,https://www.klikdokter.com/obat/obat-gangguan-saraf-pusat/asabium
Asam Mefenamat,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/BjOoCBSYRYtfgquPa6Mxw/original/OBT0005410.jpg,https://www.klikdokter.com/obat/obat-antinyeri/asam-mefenamat
Asam Traneksamat,,", Dosis, Cara Pakai dan Efek Samping"",""meta_description"":""Tramadol adalah obat untuk mengatasi nyeri yang bersifat sedang hingga berat. Cari tau Dosis \u0026 Cara pakai, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publish",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-antinyeri/asam-traneksamat
Asamnex,,", Dosis, dan Efek Samping"",""meta_description"":""Leucogen adalah obat dengan kandungan filgrastim yang digunakan untuk mengurangi gejala infeksi yang disebabkan oleh kekurangan jumlah neutrofil dalam darah."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishi",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,infeksi,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-gangguan-darah/asamnex
Asamuric,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/asamuric
Ascardia,,", Dosis, dan Efek Samping"",""slug"":""candesartan-cilexetil-manfaat-dosis-dan-efek-samping"",""short_desc"":"" Candesartan Cilexetil adalah obat untuk menurunkan tekanan darah tinggi dan mengobati gagal jantung."",""url"":""obat-jantung/candesartan-cilexetil-manfaat-dosis-dan-efek-samping"",""amp_url"":"""",""canoni",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis, dan efek samping"",""slug"":""candesartan-cilexetil-man",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-jantung/ascardia
Ascavin,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/ascavin
Ascoplex,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/ascoplex
Ascorbic Acid,,", Dosis, Efek Samping"" data-next-head=""""/>",Konsultasikan dengan dokter,Suplemen,,False,True,", dosis, efek samping"" data-next-head=""""/>",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/ascorbic-acid
Asedas,,", dan Efek Samping"",""meta_description"":""Informasi lengkap obat Vitamin B Kompleks IPI; Harga, Manfaat, Dosis \u0026 Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""type"":""obat"",""media_images"":[{""original"":""https://asset-cdn.medkom",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/asedas
Asepso,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/dSZPbF4vMaRXS5eMz00ME/original/055580600_1604319172-Awas-Sabun-Mandi-Ini-Bisa-Jadi-Pemicu-Kanker-shutterstock_769972390.jpg,https://www.klikdokter.com/obat/perawatan-kulit-dan-tubuh/asepso
Asepso Clean Soap,,", Dosis, dan Efek Samping"",""slug"":""blephasep-manfaat-dosis-dan-efek-samping"",""short_desc"":""Blephasep adalah produk kecantikan yang digunakan untuk membersihkan kelopak dan bulu mata dari debu, kotoran hingga minyak dengan kandungan babassu oil yang dibuat dalam bentuk sediaan gel. "",""url"":""perawatan",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,mata,Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/perawatan-kulit-dan-tubuh/asepso-clean-soap
Asering Infus,,", Dosis &amp; Cara pakai, Kandungan, Efek Samping, dan lainnya di sini."" data-next-head=""""/>",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,", dosis &amp; cara pakai, kandungan, efek samping, dan lainn",Sumber: KlikDokter,,,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/BWmLyf8xEYePC4VgbFRXi/original/006104700_1561358695-Darah-Naik-ke-Selang-Infus-Bahayakah-By-Still-AB-Shutterstock.jpg,https://www.klikdokter.com/obat/larutan-steril/asering-infus
Ashitabaqu,,"dan Cara Pemakaian"",""meta_description"":""Informasi lengkap obat Propolis SM; Harga, Manfaat, Dosis \u0026 Cara Pakai, Kandungan, Efek Samping, dan lainnya di sini."",""meta_robots_index"":""index"",""meta_robots_follow"":""follow"",""thumbnail_url"":""https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,"dan cara pemakaian"",""meta_description"":""informasi lengkap ob",Sumber: KlikDokter,,,,https://www.klikdokter.com/obat/obat-herbal/ashitabaqu
